"Name","test_loss","val_loss","seed","use_noise","State","Notes","User","Tags","Created","Runtime","Sweep","GradC","act_B","act_F","architecture","batchsize","bias_init","bn_affine","bw_bn","dataset","device","epochs","eta_min","filter_target","fw_bn","grad_clip_B","grad_clip_F","lr_B","lr_F","method","mmt_B","mmt_F","mode","num_chn","optimizer","task","task_transform","tmax","warmup","wd_B","wd_F","yaml","loss_scale_C","loss_scale_D"
"STL10_CCL_same","0.008624696908518671","0.008512731663882733","1","","finished","-","","","2024-05-05T05:11:47.000Z","836","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.1"
"STL10_CCL_same","0.00861488227546215","0.008526471216231584","2","","finished","-","","","2024-05-05T09:15:57.000Z","829","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.3"
"STL10_CCL_same","0.008566083636134862","0.008536503873765469","5","","finished","-","","","2024-05-05T16:39:05.000Z","1556","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.008618336021900177","0.008587123967707158","2","","finished","-","","","2024-05-05T08:47:11.000Z","834","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.1"
"STL10_BP_same","0.0057978813741356135","0.008609063923358917","4","","finished","-","","","2024-05-05T20:18:40.000Z","1161","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.003","0.003","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_CCL_same_noise","0.008562843492254614","0.008615838639438152","5","1","finished","-","","","2024-05-05T19:58:52.000Z","880","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same_noise","0.00863414272852242","0.008621277980506421","2","1","finished","-","","","2024-05-05T17:41:38.000Z","892","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.00861998675763607","0.008642915993928909","1","","finished","-","","","2024-05-05T04:00:03.000Z","833","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.00877185445278883","0.008646441593766213","2","","finished","-","","","2024-05-05T10:24:02.000Z","729","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.008627258222550154","0.008658531434834003","2","","finished","-","","","2024-05-05T08:18:26.000Z","835","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same_noise","0.008693040924146772","0.008659802742302419","1","1","finished","-","","","2024-05-05T16:58:29.000Z","890","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.008657305287197232","0.00866915862262249","2","","finished","-","","","2024-05-05T09:13:44.000Z","756","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.008657803542912006","0.008669652089476586","2","","finished","-","","","2024-05-05T09:26:48.000Z","756","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.3"
"STL10_CCL_same","0.008719522785395385","0.008672934420406819","2","","finished","-","","","2024-05-05T10:19:05.000Z","755","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.1"
"STL10_CCL_same_noise","0.008736534243449568","0.008685772743076086","4","1","finished","-","","","2024-05-05T17:57:06.000Z","881","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same_noise","0.008607666403055192","0.008687086012214422","1","1","finished","-","","","2024-05-05T15:56:34.000Z","894","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.008693674659356474","0.008719687201082706","2","","finished","-","","","2024-05-05T09:53:00.000Z","755","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same_noise","0.008592087142169476","0.00873411237448454","3","1","finished","-","","","2024-05-06T01:19:05.000Z","891","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.008658765627071262","0.008734314531087875","1","","finished","-","","","2024-05-05T05:31:30.000Z","756","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.3"
"STL10_CCL_same","0.008655554540455341","0.008790359891951083","1","","finished","-","","","2024-05-05T05:44:34.000Z","757","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.1"
"STL10_BP_same","0.007098401973024011","0.00879721250385046","4","","finished","-","","","2024-05-05T19:39:26.000Z","1148","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_CCL_same_noise","0.008658881153911353","0.00882680057734251","3","1","finished","-","","","2024-05-06T02:40:59.000Z","892","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.008623598853126168","0.008829662337899209","1","","finished","-","","","2024-05-05T05:18:21.000Z","756","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.008631258690729737","0.008840289793908596","1","","finished","-","","","2024-05-05T04:28:43.000Z","833","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.1"
"STL10_CCL_same","0.008636271927505731","0.008844947718083859","1","","finished","-","","","2024-05-05T05:57:40.000Z","756","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.00882154243811965","0.008876218684017658","1","","finished","-","","","2024-05-05T07:13:11.000Z","742","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.00889753695204854","0.008881048552691936","1","","finished","-","","","2024-05-05T07:26:01.000Z","744","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.3"
"STL10_CCL_same_noise","0.008520855434238911","0.008894718751311302","4","1","finished","-","","","2024-05-05T15:55:23.000Z","878","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.008642653290182352","0.008922364450991154","2","","finished","-","","","2024-05-05T09:30:13.000Z","810","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.1"
"STL10_CCL_same_noise","0.008810578031465411","0.008929891899228095","3","1","finished","-","","","2024-05-06T04:06:18.000Z","1022","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.008615966444835067","0.008930597767233848","1","","finished","-","","","2024-05-05T06:10:45.000Z","756","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.3"
"STL10_CCL_same","0.008860531646758318","0.008933119542896748","1","","finished","-","","","2024-05-05T07:00:18.000Z","745","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.1"
"STL10_CCL_same","0.00882762866653502","0.008936789609491826","2","","finished","-","","","2024-05-05T11:01:47.000Z","727","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.008627169884741307","0.008938701823353767","2","","finished","-","","","2024-05-05T10:06:03.000Z","754","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.3"
"STL10_CCL_same_noise","0.008806845407932997","0.008956847563385963","5","1","finished","-","","","2024-05-05T20:59:49.000Z","880","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.008801896108314396","0.008975623406469822","5","","finished","-","","","2024-05-05T20:59:07.000Z","1559","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.009472545199096204","0.008982373483479023","2","","finished","-","","","2024-05-05T09:22:22.000Z","807","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.03","0.03","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.1"
"STL10_CCL_same_noise","0.00868359418399632","0.008989037215709686","2","1","finished","-","","","2024-05-05T20:55:22.000Z","935","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.00883758013509214","0.008989912629127503","1","","finished","-","","","2024-05-05T06:47:24.000Z","745","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.3"
"STL10_CCL_same","0.008837793348357081","0.00900521506369114","2","","finished","-","","","2024-05-05T11:26:57.000Z","726","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.1"
"STL10_CCL_same","0.00945363288745284","0.00901678305864334","2","","finished","-","","","2024-05-05T08:54:31.000Z","809","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.03","0.03","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same_noise","0.008993851171806455","0.009017139568924904","1","1","finished","-","","","2024-05-05T18:00:38.000Z","894","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.008632933596149087","0.009033964328467843","1","","finished","-","","","2024-05-05T04:14:23.000Z","832","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.3"
"STL10_CCL_same","0.0093796761110425","0.009060081608593463","1","","finished","-","","","2024-05-05T04:42:11.000Z","813","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.03","0.03","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.008820359574630857","0.009089435532689094","2","","finished","-","","","2024-05-05T10:49:12.000Z","729","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.1"
"STL10_CCL_same_noise","0.008920263823121785","0.009125742219388486","2","1","finished","-","","","2024-05-05T23:43:52.000Z","920","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.009428403386846184","0.00918141321092844","1","","finished","-","","","2024-05-05T06:09:15.000Z","832","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.00867256991378963","0.009225264251232148","1","","finished","-","","","2024-05-05T06:23:48.000Z","757","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.1"
"STL10_CCL_same","0.009476721039041876","0.009227602899074554","2","","finished","-","","","2024-05-05T10:25:56.000Z","813","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same_noise","0.009698610723018648","0.00923087452724576","5","1","finished","-","","","2024-05-05T20:14:11.000Z","879","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.003","0.003","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same_noise","0.00937481950595975","0.009245796002447603","4","1","finished","-","","","2024-05-05T16:10:35.000Z","881","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.008888415275141597","0.009284817203879355","1","","finished","-","","","2024-05-05T06:34:33.000Z","743","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same_noise","0.009379026057198644","0.00928603158891201","3","1","finished","-","","","2024-05-06T01:39:06.000Z","934","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.008888002138584853","0.00928639144450426","2","","finished","-","","","2024-05-05T11:14:22.000Z","728","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.3"
"STL10_CCL_same","0.00948002345301211","0.009286792404949664","2","","finished","-","","","2024-05-05T08:26:38.000Z","809","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.03","0.03","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.3"
"STL10_BP_same","0.0068526601567864415","0.009313397109508514","2","","finished","-","","","2024-05-05T05:40:12.000Z","717","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_CCL_same","0.009335297603160144","0.009318241134285928","1","","finished","-","","","2024-05-05T04:00:02.000Z","816","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.03","0.03","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same_noise","0.00941772690974176","0.009324135668575763","5","1","finished","-","","","2024-05-05T19:13:15.000Z","877","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.009406472090631723","0.00935859527438879","1","","finished","-","","","2024-05-05T06:23:35.000Z","832","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.3"
"STL10_CCL_same","0.009431726856157185","0.009359259314835071","1","","finished","-","","","2024-05-05T05:26:12.000Z","832","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.009369075587019325","0.009367715656757356","1","","finished","-","","","2024-05-05T04:28:09.000Z","813","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.03","0.03","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.1"
"STL10_CCL_same","0.008791873330250383","0.009379955738782884","2","","finished","-","","","2024-05-05T10:36:37.000Z","728","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.3"
"STL10_CCL_same","0.009584475945681334","0.009384428411722184","5","","finished","-","","","2024-05-05T19:23:52.000Z","1554","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.003","0.003","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.009401660779491066","0.00939387521147728","1","","finished","-","","","2024-05-05T04:56:11.000Z","813","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.03","0.03","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.3"
"STL10_CCL_same_noise","0.009380364758893847","0.009428414173424243","1","1","finished","-","","","2024-05-05T16:12:04.000Z","893","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.00938340564072132","0.009438063487410546","5","","finished","-","","","2024-05-05T15:04:55.000Z","1490","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.03","0.03","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.009441035494208336","0.009440428394824266","1","","finished","-","","","2024-05-05T05:40:33.000Z","834","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.3"
"STL10_CCL_same","0.009470134872943164","0.00946558478474617","2","","finished","-","","","2024-05-05T10:39:55.000Z","808","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.3"
"STL10_CCL_same","0.00954517741687596","0.0094864741563797","2","","finished","-","","","2024-05-05T09:44:09.000Z","810","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
