"Name","dataset","algorithm","loss_feedback","test accuracy","Runtime","State","learning_rate","learning_rate_backward","train accuracy","seed","activation_function","epochs_backward","stepsize"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8836","4443","finished","0.8","0.0004","0.8788166666666667","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8836","4429","finished","0.4","0.0004","0.8788","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8816","5919","finished","0.2","0.008","0.8753833333333333","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8816","5890","finished","0.4","0.008","0.8753833333333333","1","","5","0.004"
"FashionMNIST_DTP_linear_DTP","FashionMNIST","DTP","DTP","0.8816","2981","finished","1","0.002","0.9582333333333334","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8816","5957","finished","0.8","0.008","0.8753833333333333","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8815","4765","finished","0.4","0.002","0.87685","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8815","4719","finished","0.4","0.001","0.8768833333333333","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8815","4830","finished","0.2","0.002","0.87685","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8815","4765","finished","0.8","0.001","0.8768833333333333","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8815","4740","finished","0.8","0.002","0.87685","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8815","4757","finished","0.2","0.001","0.8768833333333333","1","","5","0.008"
"FashionMNIST_FWDTP-BN_linear-BN","FashionMNIST","FWDTP-BN","DTP","0.8812","4532","finished","1","0.001","0.96535","2","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8811","5703","finished","0.8","0.004","0.8767333333333334","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8811","5754","finished","0.4","0.004","0.8767333333333334","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8811","5492","finished","0.2","0.004","0.8767333333333334","1","","5","0.008"
"FashionMNIST_DTP_linear_DTP","FashionMNIST","DTP","DTP","0.8803","2413","finished","1","0.002","0.9587666666666668","5","","5","0.04"
"FashionMNIST_DTP_linear_DTP","FashionMNIST","DTP","DTP","0.8799","2755","finished","1","0.002","0.96485","3","","5","0.04"
"FashionMNIST_BP","FashionMNIST","BP","DTP","0.8798","178","finished","0.1","0.001","0.9731666666666666","1","tanh","5","0.04"
"FashionMNIST_FWDTP-BN_linear-BN","FashionMNIST","FWDTP-BN","DTP","0.8796","3651","finished","1","0.001","0.9625666666666668","5","","5","0.004"
"FashionMNIST_BP","FashionMNIST","BP","DTP","0.8794","177","finished","0.05","0.001","0.8844166666666666","5","tanh","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8762","5090","finished","0.1","0.002","0.8678","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.876","3748","finished","0.1","0.01","0.8675333333333334","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.876","5295","finished","0.1","0.004","0.8677","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8731","5478","finished","0.1","0.0001","0.8674333333333333","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8731","4357","finished","0.1","0.0004","0.8674333333333333","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8731","4398","finished","0.1","0.0008","0.8674","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8731","5148","finished","0.1","0.001","0.8674166666666666","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8731","4823","finished","0.1","0.0002","0.8674333333333333","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8668","5489","finished","0.1","0.004","0.8605","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8668","5798","finished","0.8","0.004","0.8605","1","","5","0.001"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8668","4795","finished","0.4","0.002","0.8606166666666667","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8668","4752","finished","0.2","0.001","0.8606833333333334","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8668","4747","finished","0.8","0.001","0.8606833333333334","1","","5","0.001"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8668","4823","finished","0.1","0.002","0.8606166666666667","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8668","4762","finished","0.8","0.002","0.8606166666666667","1","","5","0.001"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8668","4733","finished","0.4","0.001","0.8606833333333334","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8668","4847","finished","0.2","0.002","0.8606166666666667","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8668","5388","finished","0.2","0.004","0.8605","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8668","4763","finished","0.1","0.001","0.8606833333333334","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8668","5492","finished","0.4","0.004","0.8605","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8666","4426","finished","0.8","0.0002","0.8622166666666666","1","","5","0.001"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8666","4387","finished","0.8","0.0004","0.8622166666666666","1","","5","0.001"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8666","4416","finished","0.4","0.0004","0.8622333333333333","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8666","4396","finished","0.1","0.0002","0.8622166666666666","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8666","4392","finished","0.1","0.0004","0.8622333333333333","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8666","4411","finished","0.2","0.0002","0.8622166666666666","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8666","5104","finished","0.2","0.0001","0.8622166666666666","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8666","4997","finished","0.4","0.0001","0.8622166666666666","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8666","4423","finished","0.4","0.0002","0.8622166666666666","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8666","5485","finished","0.1","0.0001","0.8622166666666666","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8666","4381","finished","0.2","0.0004","0.8622333333333333","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8666","5147","finished","0.8","0.0001","0.8622166666666666","1","","5","0.001"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8643","5898","finished","0.4","0.008","0.8588166666666667","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8643","6009","finished","0.2","0.008","0.8588166666666667","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8643","5905","finished","0.8","0.008","0.8588166666666667","1","","5","0.001"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8643","5823","finished","0.1","0.008","0.8588166666666667","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.848","4855","finished","0.4","0.002","0.8406166666666667","1","","5","0.001"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.848","4828","finished","0.2","0.002","0.8406166666666667","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.848","4820","finished","0.1","0.002","0.8406166666666667","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8479","5379","finished","0.1","0.004","0.8406666666666667","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8479","4838","finished","0.4","0.001","0.8406333333333333","1","","5","0.001"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8479","5537","finished","0.2","0.004","0.8406666666666667","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8479","4688","finished","0.1","0.001","0.84065","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8479","4733","finished","0.2","0.001","0.8406333333333333","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8479","5513","finished","0.4","0.004","0.8406666666666667","1","","5","0.001"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8462","5941","finished","0.1","0.008","0.8379666666666666","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8462","5832","finished","0.4","0.008","0.8379666666666666","1","","5","0.001"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8462","5874","finished","0.2","0.008","0.8379666666666666","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8444","4369","finished","0.4","0.0004","0.8390833333333333","1","","5","0.001"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8444","4380","finished","0.1","0.0004","0.8390833333333333","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8444","4407","finished","0.4","0.0002","0.8390833333333333","1","","5","0.001"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8444","4377","finished","0.2","0.0004","0.8390833333333333","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8444","4463","finished","0.1","0.0002","0.8390833333333333","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8444","4396","finished","0.2","0.0002","0.8390833333333333","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8443","5078","finished","0.4","0.0001","0.8390833333333333","1","","5","0.001"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8443","5027","finished","0.2","0.0001","0.8390833333333333","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8443","5235","finished","0.1","0.0001","0.8390833333333333","1","","5","0.004"
"FashionMNIST_DTP_linear_L-DRL","FashionMNIST","DTP","L-DRL","0.8372","2891","finished","2","0.001","0.85755","3","","5","0.02"
"FashionMNIST_DTP_linear_L-DRL","FashionMNIST","DTP","L-DRL","0.837","2951","finished","2","0.001","0.8569","4","","5","0.02"
"FashionMNIST_DTP_linear_DRL","FashionMNIST","DTP","DRL","0.8361","3146","finished","4","0.002","0.77115","4","","5","0.008"
"FashionMNIST_DTP_linear_L-DRL","FashionMNIST","DTP","L-DRL","0.8353","4359","finished","2","0.001","0.8557333333333333","2","","5","0.02"
"FashionMNIST_DTP_linear_DRL","FashionMNIST","DTP","DRL","0.8344","3076","finished","4","0.002","0.7712166666666667","3","","5","0.008"
"FashionMNIST_DTP_linear_L-DRL","FashionMNIST","DTP","L-DRL","0.8332","4625","finished","2","0.001","0.8548666666666667","1","","5","0.02"
"FashionMNIST_DTP_linear_L-DRL","FashionMNIST","DTP","L-DRL","0.833","2946","finished","2","0.001","0.8534","5","","5","0.02"
"FashionMNIST_DTP_linear_DRL","FashionMNIST","DTP","DRL","0.8325","5080","finished","4","0.002","0.8512666666666666","1","","5","0.008"
"FashionMNIST_DTP_linear_DRL","FashionMNIST","DTP","DRL","0.8321","4829","finished","4","0.002","0.8519333333333333","2","","5","0.008"
"FashionMNIST_DTP_linear_DRL","FashionMNIST","DTP","DRL","0.832","3241","finished","4","0.002","0.8502166666666666","5","","5","0.008"
