"Name","5_epoch_time2","5_epoch_time","State","Notes","User","Tags","Created","Runtime","Sweep","activation_function","agent","algorithm","backward_function_1","backward_function_1_activation","backward_function_1_init","backward_function_2","backward_function_2_activation","backward_function_2_init","batch_size","dataset","depth","direct_depth","epochs","epochs_backward","forward_function_1","forward_function_1_activation","forward_function_1_init","forward_function_2","forward_function_2_activation","forward_function_2_init","forward_last_activation","hid_dim","in_dim","label_augmentation","learning_rate","learning_rate_backward","log","loss_feedback","out_dim","seed","sparse_ratio","std_backward","stepsize","test","last_activation","GradC","act_B","act_F","architecture","batchsize","bias_init","bn_affine","bw_bn","eta_min","filter_target","fw_bn","grad_clip_B","grad_clip_F","loss_scale_C","lr_B","lr_F","method","mmt_B","mmt_F","mode","num_chn","optimizer","task","task_transform","tmax","warmup","wd_B","wd_F","yaml","train accuracy","train loss","valid accuracy","valid loss","eigenvalue ratio 1","eigenvalue ratio 2","eigenvalue ratio 3","eigenvalue ratio 4","eigenvalue ratio 5","eigenvalue trace 1","eigenvalue trace 2","eigenvalue trace 3","eigenvalue trace 4","eigenvalue trace 5","val_acc","val_loss"
"CIFAR10_FWDTP-BN_linear-BN","","14.056455373764038","finished","-","","","2024-05-04T07:04:43.000Z","33","","","false","FWDTP-BN","random","tanh-BN","uniform","difference","linear-BN","","256","CIFAR10","4","1","5","5","identity","linear","","parameterized","tanh-BN","orthogonal","linear-BN","1024","3072","false","0.02","0.001","true","DTP","10","8","-1","0.01","0.01","true","linear-BN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNIST_classification_BP","45.57601714134216","","finished","-","","","2024-05-04T03:25:57.000Z","67","","","","","","","","","","","","MNIST","","","5","","","","","","","","","","","","","","","","","4","","","","","","0","tanh","tanh","simple_linear","256","none","1","2","0.001","0","0","0","0","0.5","0.1","0.05","BP","0","0","train","1","SGD","classification","none","0","0","0","0","./yaml/linear_mnist_bp.yaml","","","","","","","","","","","","","","","",""
"CIFAR10_DTP_linear_DTP","","31.293104887008667","finished","-","","","2024-05-04T07:12:34.000Z","54","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","CIFAR10","4","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","1024","3072","false","4","0.004","true","DTP","10","4","-1","0.01","0.002","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR10_classification_CCL","111.5435757637024","","finished","-","","","2024-05-04T03:28:54.000Z","136","","","","","","","","","","","","CIFAR10","","","5","","","","","","","","","","","","","","","","","7","","","","","","0","elu","elu","simple_linear","256","zero","1","0","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","3","SGD","classification","none","0","100","0","0","./yaml/linear_cifar10_ccl.yaml","","","","","","","","","","","","","","","",""
"MNIST_BP","","12.350088596343994","finished","-","","","2024-05-04T06:39:27.000Z","35","","tanh","false","BP","identity","tanh","uniform","identity","linear","orthogonal","256","MNIST","6","1","5","5","identity","linear","orthogonal","identity","tanh","orthogonal","linear","256","784","false","0.1","0.001","true","DTP","10","9","-1","0.01","0.04","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9782166666666666","0.07515069842338562","0.9659","0.11273466795682908","","","","","","","","","","","",""
"MNIST_DTP_linear_DTP","","58.08836388587952","finished","-","","","2024-05-04T07:04:40.000Z","80","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","MNIST","6","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","256","784","false","4","0.002","true","DTP","10","4","-1","0.01","0.04","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR100_DTP_linear_L-DRL","","33.19450902938843","finished","-","","","2024-05-04T07:11:01.000Z","51","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","CIFAR100","4","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","1024","3072","false","0.2","0.0004","true","L-DRL","100","8","-1","0.01","0.04","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR100_DTP_linear_DTP","","30.45179343223572","finished","-","","","2024-05-04T07:18:01.000Z","52","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","CIFAR100","4","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","1024","3072","false","4","0.004","true","DTP","100","6","-1","0.01","0.002","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR100_DTP_linear_DRL","","50.70852732658386","finished","-","","","2024-05-04T07:19:00.000Z","71","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","CIFAR100","4","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","1024","3072","false","2","0.004","true","DRL","100","6","-1","0.01","0.008","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR10_classification_CCL","78.84702825546265","","finished","-","","","2024-05-04T03:27:10.000Z","98","","","","","","","","","","","","CIFAR10","","","5","","","","","","","","","","","","","","","","","3","","","","","","0","elu","elu","simple_linear","256","zero","1","0","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","3","SGD","classification","none","0","100","0","0","./yaml/linear_cifar10_ccl.yaml","","","","","","","","","","","","","","","",""
"CIFAR100_DTP_linear_L-DRL","","50.89178466796875","finished","-","","","2024-05-04T06:57:02.000Z","80","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","CIFAR100","4","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","1024","3072","false","0.2","0.0004","true","L-DRL","100","9","-1","0.01","0.04","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR100_BP","","10.07131028175354","finished","-","","","2024-05-04T07:16:24.000Z","32","","tanh","false","BP","identity","tanh","uniform","identity","linear","orthogonal","256","CIFAR100","4","1","5","5","identity","linear","orthogonal","identity","tanh","orthogonal","linear","1024","3072","false","0.001","0.001","true","DTP","100","4","-1","0.01","0.01","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.08896","4.237557411193848","0.082","4.256423473358154","","","","","","","","","","","",""
"CIFAR10_BP","","7.523870468139648","finished","-","","","2024-05-04T07:04:03.000Z","34","","tanh","false","BP","identity","tanh","uniform","identity","linear","orthogonal","256","CIFAR10","4","1","5","5","identity","linear","orthogonal","identity","tanh","orthogonal","linear","1024","3072","false","0.001","0.001","true","DTP","10","8","-1","0.01","0.01","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.37012","1.813709378242493","0.3633","1.81694757938385","","","","","","","","","","","",""
"CIFAR100_DTP_linear_DRL","","44.7941460609436","finished","-","","","2024-05-04T07:18:10.000Z","71","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","CIFAR100","4","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","1024","3072","false","2","0.004","true","DRL","100","2","-1","0.01","0.008","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR100_DTP_linear_DTP","","29.89099669456482","finished","-","","","2024-05-04T07:17:57.000Z","53","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","CIFAR100","4","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","1024","3072","false","4","0.004","true","DTP","100","5","-1","0.01","0.002","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNIST_BP","","10.404645204544067","finished","-","","","2024-05-04T07:02:48.000Z","36","","tanh","false","BP","identity","tanh","uniform","identity","linear","orthogonal","256","MNIST","6","1","5","5","identity","linear","orthogonal","identity","tanh","orthogonal","linear","256","784","false","0.1","0.001","true","DTP","10","6","-1","0.01","0.04","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.96535","0.10626134276390076","0.9548","0.14559054374694824","","","","","","","","","","","",""
"CIFAR100_classification_CCL","94.3326473236084","","finished","-","","","2024-05-04T03:33:00.000Z","120","","","","","","","","","","","","CIFAR100","","","5","","","","","","","","","","","","","","","","","5","","","","","","0","elu","elu","simple_linear","256","zero","1","0","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","3","SGD","classification","none","0","100","0","0","./yaml/linear_cifar100_ccl.yaml","","","","","","","","","","","","","","","",""
"MNIST_DTP_linear_L-DRL","","62.07869005203247","finished","-","","","2024-05-04T06:44:27.000Z","88","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","MNIST","6","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","256","784","false","4","0.0002","true","L-DRL","10","9","-1","0.01","0.04","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR100_FWDTP-BN_linear-BN","","23.821402072906498","finished","-","","","2024-05-04T07:17:06.000Z","48","","","false","FWDTP-BN","random","tanh-BN","uniform","difference","linear-BN","","256","CIFAR100","4","1","5","5","identity","linear","","parameterized","tanh-BN","orthogonal","linear-BN","1024","3072","false","0.02","0.001","true","DTP","100","6","-1","0.01","0.01","true","linear-BN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR10_FWDTP-BN_linear-BN","","18.204458475112915","finished","-","","","2024-05-04T06:46:57.000Z","45","","","false","FWDTP-BN","random","tanh-BN","uniform","difference","linear-BN","","256","CIFAR10","4","1","5","5","identity","linear","","parameterized","tanh-BN","orthogonal","linear-BN","1024","3072","false","0.02","0.001","true","DTP","10","9","-1","0.01","0.01","true","linear-BN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR100_DTP_linear_L-DRL","","45.22532343864441","finished","-","","","2024-05-04T07:19:31.000Z","73","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","CIFAR100","4","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","1024","3072","false","0.2","0.0004","true","L-DRL","100","2","-1","0.01","0.04","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNIST_classification_CCL","53.76667284965515","","finished","-","","","2024-05-04T03:24:17.000Z","78","","","","","","","","","","","","MNIST","","","5","","","","","","","","","","","","","","","","","5","","","","","","0","elu","elu","simple_linear","256","zero","1","0","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","1","SGD","classification","none","0","100","0","0","./yaml/linear_mnist_ccl.yaml","","","","","","","","","","","","","","","",""
"MNIST_classification_BP","32.142966508865356","","finished","-","","","2024-05-04T03:31:46.000Z","44","","","","","","","","","","","","MNIST","","","5","","","","","","","","","","","","","","","","","10","","","","","","0","tanh","tanh","simple_linear","256","none","1","2","0.001","0","0","0","0","0.5","0.1","0.05","BP","0","0","train","1","SGD","classification","none","0","0","0","0","./yaml/linear_mnist_bp.yaml","","","","","","","","","","","","","","","",""
"CIFAR10_BP","","9.623350858688354","finished","-","","","2024-05-04T07:10:56.000Z","34","","tanh","false","BP","identity","tanh","uniform","identity","linear","orthogonal","256","CIFAR10","4","1","5","5","identity","linear","orthogonal","identity","tanh","orthogonal","linear","1024","3072","false","0.001","0.001","true","DTP","10","4","-1","0.01","0.01","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.36934","1.815182328224182","0.3733","1.819494128227234","","","","","","","","","","","",""
"CIFAR10_DTP_linear_DTP","","30.14810061454773","finished","-","","","2024-05-04T07:12:34.000Z","52","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","CIFAR10","4","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","1024","3072","false","4","0.004","true","DTP","10","5","-1","0.01","0.002","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR100_FWDTP-BN_linear-BN","","19.789181232452393","finished","-","","","2024-05-04T07:13:11.000Z","47","","","false","FWDTP-BN","random","tanh-BN","uniform","difference","linear-BN","","256","CIFAR100","4","1","5","5","identity","linear","","parameterized","tanh-BN","orthogonal","linear-BN","1024","3072","false","0.02","0.001","true","DTP","100","7","-1","0.01","0.01","true","linear-BN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR10_DTP_linear_DRL","","44.46165633201599","finished","-","","","2024-05-04T07:12:52.000Z","71","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","CIFAR10","4","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","1024","3072","false","2","0.004","true","DRL","10","2","-1","0.01","0.008","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR10_DTP_linear_L-DRL","","31.44244146347046","finished","-","","","2024-05-04T07:07:03.000Z","49","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","CIFAR10","4","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","1024","3072","false","0.2","0.0004","true","L-DRL","10","8","-1","0.01","0.04","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNIST_DTP_linear_DTP","","58.43235468864441","finished","-","","","2024-05-04T07:04:39.000Z","80","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","MNIST","6","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","256","784","false","4","0.002","true","DTP","10","3","-1","0.01","0.04","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR100_DTP_linear_DRL","","48.98863077163696","finished","-","","","2024-05-04T07:18:58.000Z","72","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","CIFAR100","4","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","1024","3072","false","2","0.004","true","DRL","100","5","-1","0.01","0.008","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNIST_classification_CCL","63.03821229934693","","finished","-","","","2024-05-04T03:25:54.000Z","87","","","","","","","","","","","","MNIST","","","5","","","","","","","","","","","","","","","","","7","","","","","","0","elu","elu","simple_linear","256","zero","1","0","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","1","SGD","classification","none","0","100","0","0","./yaml/linear_mnist_ccl.yaml","","","","","","","","","","","","","","","",""
"CIFAR10_DTP_linear_DTP","","19.987203121185303","finished","-","","","2024-05-04T07:05:22.000Z","39","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","CIFAR10","4","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","1024","3072","false","4","0.004","true","DTP","10","8","-1","0.01","0.002","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
