"Name","dataset","method","test_acc","Created","State","Runtime","GradC","act_B","act_F","batchsize","bias_init","epochs","filter_target","grad_clip_B","grad_clip_F","loss_scale_C","lr_B","lr_F","warmup","seed","bw_bn","val_acc","best_epoch"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8872","2024-05-01T23:44:45.000Z","finished","1205","0","elu","elu","256","zero","100","0","0.5","1","0.5","1.5","1.5","100","1","0","0.877","85"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8872","2024-05-02T00:13:28.000Z","finished","1034","0","elu","elu","256","zero","100","0","0.5","1","0.5","1.5","1.5","100","4","0","0.8865","81"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8872","2024-05-02T01:47:53.000Z","finished","1223","0","elu","elu","256","zero","100","0","0.5","1","0.5","1.5","1.5","100","4","0","0.8865","81"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.887","2024-05-01T23:03:57.000Z","finished","1272","0","elu","elu","256","zero","100","0","1","1","0.5","1.5","1.5","100","2","0","0.897","76"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8867","2024-05-01T23:04:07.000Z","finished","1221","0","elu","elu","256","zero","100","0","0.5","1","0.5","1.5","1.5","100","0","0","0.8928333333333334","82"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8858","2024-05-02T00:04:19.000Z","finished","1194","0","elu","elu","256","zero","100","0","1","1","0.5","1","1","100","3","0","0.8961666666666667","89"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8856","2024-05-01T23:23:55.000Z","finished","1207","0","elu","elu","256","zero","100","0","1","1","0.5","1","1","100","2","0","0.8961666666666667","76"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8854","2024-05-02T00:39:29.000Z","finished","1147","0","elu","elu","256","zero","100","0","1","1","0.5","1","1","100","2","0","0.8958333333333334","76"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8854","2024-05-02T01:17:49.000Z","finished","1129","0","elu","elu","256","zero","100","0","1","1","0.5","1","1","100","3","0","0.8953333333333333","89"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8853","2024-05-01T23:25:16.000Z","finished","1256","0","elu","elu","256","zero","100","0","1","1","0.5","2","2","100","2","0","0.8943333333333333","76"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8852","2024-05-02T00:12:33.000Z","finished","1012","0","elu","elu","256","zero","100","0","1","1","0.5","1.5","1.5","100","2","0","0.8945","76"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8851","2024-05-01T23:55:21.000Z","finished","1020","0","elu","elu","256","zero","100","0","0.5","1","0.5","1","1","100","1","0","0.8803333333333333","85"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8848","2024-05-02T01:37:58.000Z","finished","1015","0","elu","elu","256","zero","100","0","0.5","1","0.5","1","1","100","4","0","0.8893333333333333","81"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8848","2024-05-02T00:38:24.000Z","finished","1114","0","elu","elu","256","zero","100","0","0.5","1","0.5","1","1","100","4","0","0.8893333333333333","81"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8845","2024-05-02T00:29:34.000Z","finished","1025","0","elu","elu","256","zero","100","0","0.5","1","0.5","1","1","100","2","0","0.8911666666666667","76"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8845","2024-05-01T23:22:50.000Z","finished","1139","0","elu","elu","256","zero","100","0","0.5","1","0.5","1","1","100","2","0","0.8911666666666667","76"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8845","2024-05-02T00:28:43.000Z","finished","1247","0","elu","elu","256","zero","100","0","1","1","0.5","1.5","1.5","100","4","0","0.8818333333333334","73"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8845","2024-05-01T23:23:23.000Z","finished","1139","0","elu","elu","256","zero","100","0","1","1","0.5","1","1","100","0","0","0.8903333333333333","89"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8844","2024-05-02T00:49:39.000Z","finished","1295","0","elu","elu","256","zero","100","0","1","1","0.5","2","2","100","4","0","0.887","79"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.884","2024-05-01T23:04:06.000Z","finished","1000","0","elu","elu","256","zero","100","0","1","1","0.5","1.5","1.5","100","0","0","0.896","89"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.884","2024-05-01T23:04:06.000Z","finished","1026","0","elu","elu","256","zero","100","0","0.5","1","0.5","1.5","1.5","100","2","0","0.8938333333333334","80"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.884","2024-05-02T00:25:09.000Z","finished","1205","0","elu","elu","256","zero","100","0","0.5","1","0.5","1.5","1.5","100","2","0","0.8938333333333334","80"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8838","2024-05-02T00:01:27.000Z","finished","1129","0","elu","elu","256","zero","100","0","1","1","0.5","1","1","100","1","0","0.8788333333333334","83"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.883","2024-05-02T00:46:49.000Z","finished","1012","0","elu","elu","256","zero","100","0","0.5","1","0.5","0.5","0.5","100","3","0","0.8933333333333333","99"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.883","2024-05-01T23:41:58.000Z","finished","1131","0","elu","elu","256","zero","100","0","0.5","1","0.5","0.5","0.5","100","3","0","0.8933333333333333","99"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8829","2024-05-02T00:24:21.000Z","finished","1173","0","elu","elu","256","zero","100","0","1","1","0.5","0.5","0.5","100","4","0","0.8861666666666667","81"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8829","2024-05-01T23:04:07.000Z","finished","890","0","elu","elu","256","zero","100","0","1","1","0.5","0.5","0.5","100","4","0","0.8861666666666667","81"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8829","2024-05-02T01:36:46.000Z","finished","1137","0","elu","elu","256","zero","100","0","1","1","0.5","0.5","0.5","100","4","0","0.8861666666666667","81"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8828","2024-05-01T23:04:06.000Z","finished","999","0","elu","elu","256","zero","100","0","0.5","1","0.5","0.5","0.5","100","0","0","0.8895","85"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8827","2024-05-02T01:06:27.000Z","finished","1236","0","elu","elu","256","zero","100","0","0.5","1","0.5","1.5","1.5","100","3","0","0.891","71"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8827","2024-05-01T23:38:39.000Z","finished","1032","0","elu","elu","256","zero","100","0","0.5","1","0.5","1.5","1.5","100","3","0","0.891","71"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8825","2024-05-02T00:46:49.000Z","finished","1013","0","elu","elu","256","zero","100","0","1","1","0.5","1.5","1.5","100","3","0","0.8866666666666667","71"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8824","2024-05-02T00:19:47.000Z","finished","1109","0","elu","elu","256","zero","100","0","0.5","1","0.5","0.5","0.5","100","4","0","0.8876666666666667","81"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8824","2024-05-02T01:20:51.000Z","finished","1018","0","elu","elu","256","zero","100","0","0.5","1","0.5","0.5","0.5","100","4","0","0.8876666666666667","81"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8822","2024-05-02T01:03:53.000Z","finished","1010","0","elu","elu","256","zero","100","0","0.5","1","0.5","1","1","100","3","0","0.8908333333333334","71"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8822","2024-05-02T00:00:57.000Z","finished","1121","0","elu","elu","256","zero","100","0","0.5","1","0.5","1","1","100","3","0","0.8908333333333334","71"
